symboling,CarName,fueltype,aspiration,doornumber,carbody,drivewheel,enginelocation,wheelbase,carlength,carwidth,carheight,curbweight,enginetype,cylindernumber,enginesize,fuelsystem,boreratio,stroke,compressionratio,horsepower,peakrpm,citympg,highwaympg,price,0,car_ID
1.7434704321932957,-1.8815164655055436,0.3287979746107145,-0.4692953177244529,1.1303883305208782,-3.050975249666873,1.2133304110819938,-0.12186666955535813,-1.690771801820175,-0.42652146835701643,-0.8447823517277123,-2.0204173044647105,-0.014566282137926425,-2.8651054905,-0.1474753556243833,0.07444892511572007,0.8695675003715151,0.5190713849455977,-1.8393773368314095,-0.28834890986186495,0.17448277916253377,-0.26296021607734804,-0.6465530277621861,-0.546058736903271,0.027391143211685367,0.0,0.0
1.7434704321932957,-1.832713925437392,0.3287979746107145,-0.4692953177244529,1.1303883305208782,-3.050975249666873,1.2133304110819938,-0.12186666955535813,-1.690771801820175,-0.42652146835701643,-0.8447823517277123,-2.0204173044647105,-0.014566282137926425,-2.8651054905,-0.1474753556243833,0.07444892511572007,0.8695675003715151,0.5190713849455977,-1.8393773368314095,-0.28834890986186495,0.17448277916253377,-0.26296021607734804,-0.6465530277621861,-0.546058736903271,0.40446109857791507,0.0049019607843137,0.0049019607843137
0.1335089970598471,-1.857115195471468,0.3287979746107145,-0.4692953177244529,1.1303883305208782,-0.7172068683918397,1.2133304110819938,-0.12186666955535813,-0.7085958764076095,-0.23151304680544135,-0.19056612143668863,-0.5435274761218459,0.5148819161377612,1.8868898618665049,1.1122099736672229,0.6040461684467903,0.8695675003715151,-2.404880294774039,0.6859461601154105,-0.28834890986186495,1.264536427863977,-0.26296021607734804,-0.953011688319985,-0.6916270607851581,0.40446109857791507,0.0098039215686274,0.0098039215686274
0.9384897146265714,-1.8083126554033162,0.3287979746107145,-0.4692953177244529,-0.8846517369293828,0.449677322245677,-0.5890807068296638,-0.12186666955535813,0.17369775150537248,0.20725590168560978,0.13654199370882317,0.23594215550355435,-0.4207974451785451,-0.0139082790800971,-0.1474753556243833,-0.4310757162457555,0.8695675003715151,-0.5172659192588311,0.4621833186137929,-0.03597282531877575,-0.05366798451916367,0.7878554622044528,-0.18686503692548703,-0.10935376525761183,0.08448493013069841,0.0147058823529411,0.0147058823529411
0.9384897146265714,-1.7839113853692405,0.3287979746107145,-0.4692953177244529,-0.8846517369293828,0.449677322245677,-2.3914918247413217,-0.12186666955535813,0.10710955317231716,0.20725590168560978,0.230001455178969,0.23594215550355435,0.516807182313309,-0.0139082790800971,-1.4071606849159894,0.21888453693328494,0.8695675003715151,-0.5172659192588311,0.4621833186137929,-0.5407249944049543,0.2758831185766222,0.7878554622044528,-1.106241018598884,-1.2739003563127027,0.5236679064307993,0.0196078431372549,0.0196078431372549
0.9384897146265714,-1.6863063052329372,0.3287979746107145,-0.4692953177244529,1.1303883305208782,0.449677322245677,-0.5890807068296638,-0.12186666955535813,0.17369775150537248,0.26413335797148807,0.18327172444389375,-0.25635445394406553,-0.09350219533539225,-0.0139082790800971,-1.4071606849159894,0.21888453693328494,0.8695675003715151,-0.5172659192588311,0.4621833186137929,-0.4145369521334096,0.14913269430901227,0.7878554622044528,-0.953011688319985,-0.8371953846670444,0.24761003561359288,0.0245098039215686,0.0245098039215686
0.1335089970598471,-1.7839113853692405,0.3287979746107145,-0.4692953177244529,-0.8846517369293828,0.449677322245677,-0.5890807068296638,-0.12186666955535813,1.1725207265011999,1.5154373962607743,2.566487991932618,0.8102881998591153,0.5553125058242684,-0.0139082790800971,-1.4071606849159894,0.21888453693328494,0.8695675003715151,-0.5172659192588311,0.4621833186137929,-0.4145369521334096,0.14913269430901227,0.7878554622044528,-0.953011688319985,-0.8371953846670444,0.5562929275273786,0.0294117647058823,0.0294117647058823
0.1335089970598471,-1.7351088453010888,0.3287979746107145,-0.4692953177244529,-0.8846517369293828,1.6165615128831936,-0.5890807068296638,-0.12186666955535813,1.1725207265011999,1.5154373962607743,2.566487991932618,0.8102881998591153,0.7670917851345436,-0.0139082790800971,-1.4071606849159894,0.21888453693328494,0.8695675003715151,-0.5172659192588311,0.4621833186137929,-0.4145369521334096,0.14913269430901227,0.7878554622044528,-0.953011688319985,-0.8371953846670444,0.708124756476842,0.034313725490196,0.034313725490196
0.1335089970598471,-1.7595101153351647,0.3287979746107145,2.130854415613732,-0.8846517369293828,0.449677322245677,-0.5890807068296638,-0.12186666955535813,1.1725207265011999,1.5154373962607743,2.566487991932618,0.8923376347670519,1.0212269203068738,-0.0139082790800971,-1.4071606849159894,0.0985215270853145,0.8695675003715151,-0.7393381987312078,0.4621833186137929,-0.4650121690420274,0.9096352399146703,0.7878554622044528,-1.2594703488777836,-1.565037004076476,1.3298823700674134,0.0392156862745098,0.0392156862745098
-0.6714717205068776,-1.710707575267013,0.3287979746107145,2.130854415613732,1.1303883305208782,-0.7172068683918397,-2.3914918247413217,-0.12186666955535813,0.12375660275558155,0.3372615160533271,0.9309474162050629,-0.7076263459377192,0.9576931365137907,-0.0139082790800971,-1.4071606849159894,0.0985215270853145,0.8695675003715151,-0.7393381987312078,0.4621833186137929,-0.7931010789480434,1.4166369369851088,0.7878554622044528,-1.4126996791566833,-1.2739003563127027,0.575010529534738,0.0441176470588235,0.0441176470588235
